dia_semana;dia;mes;periodo;hora;genero;comuna;modalidad;label_modalidad;arma_medio;label_arma;movil_agresor;label_agresor;movil_victima;label_victima;edad;conducta;lat;lon
miercoles;4;1;2014;17;femenino;sur;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.908991;-75.274467
miercoles;4;1;2014;3;femenino;norte;violacion cerraduras;42;sin empleo de arma;15;a pie;1;sin dato;13;0;hurto a residencias;2.920993;-75.268685
miercoles;4;1;2014;8;masculino;entre rios;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.935378;-75.294883
miercoles;4;1;2014;0;masculino;las palmas;atraco;4;arma de fuego;2;a pie;1;a pie;1;0;hurto a personas;2.947179;-75.257497
miercoles;4;1;2014;4;masculino;sur;rompimiento vidrio;29;contundente;4;a pie;1;sin dato;13;0;hurto a personas;2.908991;-75.274467
miercoles;4;1;2014;0;masculino;la floresta;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.927763;-75.264617
miercoles;4;1;2014;17;masculino;corregimiento rio las ceibas;atraco;4;arma de fuego;2;motocicleta;7;vehiculo;15;0;hurto a personas;2.885892;-75.155379
miercoles;4;1;2014;16;masculino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
miercoles;4;1;2014;21;masculino;suroriental;atraco;4;arma blanca;1;vehiculo;16;conductor taxi;5;0;hurto a personas;2.9231;-75.266481
jueves;5;1;2014;23;femenino;suroriental;engano;11;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.9231;-75.266481
jueves;5;1;2014;10;femenino;entre rios;engano;11;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
jueves;5;1;2014;10;femenino;central;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
jueves;5;1;2014;19;femenino;norte;violacion cerraduras;42;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.920993;-75.268685
jueves;5;1;2014;0;femenino;suroriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.9231;-75.266481
jueves;5;1;2014;0;masculino;entre rios;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
jueves;5;1;2014;7;sin dato;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.908991;-75.274467
viernes;6;1;2014;20;femenino;central;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;1;2014;9;femenino;nororiental;violacion cerraduras;42;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.96045;-75.284146
viernes;6;1;2014;16;masculino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;1;2014;6;masculino;la floresta;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.927763;-75.264617
viernes;6;1;2014;18;sin dato;central;mechero;19;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
viernes;6;1;2014;19;sin dato;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;sin dato;13;0;hurto a comercio;2.92796;-75.286621
sabado;7;1;2014;8;femenino;oriental;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.940498;-75.26865
sabado;7;1;2014;11;femenino;oriental;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.940498;-75.26865
sabado;7;1;2014;7;femenino;oriental;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.940498;-75.26865
sabado;7;1;2014;19;masculino;central;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.92796;-75.286621
sabado;7;1;2014;23;masculino;nororiental;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.96045;-75.284146
sabado;7;1;2014;15;masculino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
sabado;7;1;2014;11;masculino;las palmas;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.947179;-75.257497
domingo;1;1;2014;19;masculino;central;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
domingo;1;1;2014;11;masculino;noroccidental;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.95476;-75.297625
domingo;1;1;2014;11;masculino;noroccidental;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.95476;-75.297625
domingo;1;1;2014;0;masculino;entre rios;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.935378;-75.294883
lunes;2;1;2014;14;masculino;entre rios;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.935378;-75.294883
lunes;2;1;2014;14;masculino;noroccidental;violacion cerraduras;42;sin empleo de arma;15;a pie;1;sin dato;13;0;hurto a residencias;2.95476;-75.297625
lunes;2;1;2014;17;sin dato;central;factor de oportunidad;13;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a comercio;2.92796;-75.286621
lunes;2;1;2014;8;sin dato;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
martes;3;1;2014;15;femenino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
martes;3;1;2014;9;femenino;las palmas;simulando necesidad;30;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.947179;-75.257497
martes;3;1;2014;10;femenino;noroccidental;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.95476;-75.297625
martes;3;1;2014;20;masculino;la floresta;atraco;4;arma de fuego;2;a pie;1;motocicleta;7;0;hurto de motos;2.927763;-75.264617
martes;3;1;2014;21;masculino;noroccidental;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.95476;-75.297625
martes;3;1;2014;0;masculino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
martes;3;1;2014;10;masculino;oriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;bicicleta;2;0;hurto a personas;2.940498;-75.26865
martes;3;1;2014;2;sin dato;central;ventosa;40;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
martes;3;1;2014;11;sin dato;noroccidental;atraco;4;arma de fuego;2;a pie;1;a pie;1;0;hurto a comercio;2.95476;-75.297625
miercoles;4;1;2014;18;femenino;central;raponazo;25;sin empleo de arma;15;motocicleta;7;vehiculo;15;0;hurto a personas;2.92796;-75.286621
miercoles;4;1;2014;18;femenino;nororiental;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
miercoles;4;1;2014;10;femenino;oriental;atraco;4;arma de fuego;2;motocicleta;7;vehiculo;15;0;hurto a personas;2.940498;-75.26865
miercoles;4;1;2014;11;femenino;oriental;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.940498;-75.26865
miercoles;4;1;2014;11;femenino;central;paquete chileno;22;arma de fuego;2;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
miercoles;4;1;2014;14;masculino;central;raponazo;25;sin empleo de arma;15;motocicleta;7;sin dato;13;0;hurto a personas;2.92796;-75.286621
miercoles;4;1;2014;4;sin dato;central;ventosa;40;contundente;4;a pie;1;sin dato;13;0;hurto a comercio;2.92796;-75.286621
miercoles;4;1;2014;20;sin dato;norte;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a comercio;2.920993;-75.268685
jueves;5;1;2014;12;femenino;nororiental;atraco;4;arma de fuego;2;motocicleta;7;vehiculo;15;0;hurto a personas;2.96045;-75.284146
jueves;5;1;2014;2;femenino;sur;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
jueves;5;1;2014;14;masculino;suroriental;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.9231;-75.266481
jueves;5;1;2014;14;masculino;entre rios;raponazo;25;sin dato;14;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
jueves;5;1;2014;11;masculino;norte;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.920993;-75.268685
jueves;5;1;2014;0;masculino;las palmas;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.947179;-75.257497
viernes;6;1;2014;0;femenino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;1;2014;16;femenino;central;atraco;4;arma de fuego;2;motocicleta;7;vehiculo;15;0;hurto a personas;2.92796;-75.286621
viernes;6;1;2014;10;femenino;las palmas;escopolaminado;12;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.947179;-75.257497
viernes;6;1;2014;10;femenino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.96045;-75.284146
viernes;6;1;2014;10;masculino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;1;2014;11;masculino;nororiental;atraco;4;arma blanca;1;a pie;1;bicicleta;2;0;hurto a personas;2.96045;-75.284146
viernes;6;1;2014;11;masculino;sur;suplantacion empresa servicios;34;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
viernes;6;1;2014;22;masculino;nororiental;violacion cerraduras;42;sin empleo de arma;15;taxi;15;a pie;1;0;hurto a residencias;2.96045;-75.284146
viernes;6;1;2014;9;sin dato;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
sabado;7;1;2014;15;femenino;nororiental;cosquilleo;9;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
sabado;7;1;2014;19;femenino;nororiental;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
sabado;7;1;2014;7;femenino;noroccidental;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.95476;-75.297625
sabado;7;1;2014;0;femenino;noroccidental;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.95476;-75.297625
sabado;7;1;2014;0;masculino;sur;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto de motos;2.908991;-75.274467
sabado;7;1;2014;16;masculino;central;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
sabado;7;1;2014;23;masculino;noroccidental;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
sabado;7;1;2014;11;masculino;noroccidental;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.95476;-75.297625
sabado;7;1;2014;3;masculino;oriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.940498;-75.26865
domingo;1;1;2014;18;femenino;oriental;ventosa;40;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.940498;-75.26865
domingo;1;1;2014;12;femenino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
domingo;1;1;2014;17;masculino;sur;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.908991;-75.274467
domingo;1;1;2014;8;masculino;corregimiento fortalecillas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;3.037168;-75.250825
domingo;1;1;2014;10;masculino;noroccidental;violacion cerraduras;42;contundente;4;motocicleta;7;a pie;1;0;hurto a residencias;2.95476;-75.297625
domingo;1;1;2014;19;masculino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.947179;-75.257497
lunes;2;1;2014;16;femenino;central;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
lunes;2;1;2014;7;femenino;noroccidental;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
lunes;2;1;2014;13;masculino;central;factor de oportunidad;13;sin empleo de arma;15;motocicleta;7;vehiculo;15;0;hurto a personas;2.92796;-75.286621
lunes;2;1;2014;11;masculino;central;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
lunes;2;1;2014;9;masculino;entre rios;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.935378;-75.294883
martes;3;1;2014;0;femenino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
martes;3;1;2014;17;femenino;nororiental;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.96045;-75.284146
martes;3;1;2014;16;femenino;sur;raponazo;25;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto a personas;2.908991;-75.274467
martes;3;1;2014;19;femenino;sur;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
martes;3;1;2014;11;femenino;central;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
martes;3;1;2014;17;masculino;suroriental;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.9231;-75.266481
martes;3;1;2014;12;masculino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;vehiculo;15;0;hurto a personas;2.95476;-75.297625
martes;3;1;2014;19;masculino;entre rios;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.935378;-75.294883
miercoles;4;1;2014;16;femenino;la floresta;raponazo;25;sin empleo de arma;15;motocicleta;7;sin dato;13;0;hurto a personas;2.927763;-75.264617
miercoles;4;1;2014;12;femenino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
miercoles;4;1;2014;9;femenino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.95476;-75.297625
miercoles;4;1;2014;8;femenino;entre rios;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.935378;-75.294883
miercoles;4;1;2014;11;masculino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
miercoles;4;1;2014;10;sin dato;oriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.940498;-75.26865
jueves;5;1;2014;0;masculino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.947179;-75.257497
jueves;5;1;2014;11;masculino;sur;engano;11;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
viernes;6;1;2014;13;femenino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.947179;-75.257497
viernes;6;1;2014;18;femenino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;1;2014;18;femenino;nororiental;cosquilleo;9;sin dato;14;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
viernes;6;1;2014;19;femenino;norte;violacion cerraduras;42;sin dato;14;a pie;1;a pie;1;0;hurto a residencias;2.920993;-75.268685
viernes;6;1;2014;10;masculino;central;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;1;2014;11;masculino;las palmas;violacion cerraduras;42;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.947179;-75.257497
viernes;6;1;2014;0;sin dato;corregimiento rio las ceibas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.885892;-75.155379
viernes;6;1;2014;10;sin dato;central;engano;11;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
viernes;6;1;2014;11;sin dato;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
sabado;7;1;2014;17;femenino;nororiental;raponazo;25;sin dato;14;motocicleta;7;motocicleta;7;0;hurto a personas;2.96045;-75.284146
sabado;7;1;2014;23;femenino;oriental;atraco;4;sin dato;14;vehiculo;16;a pie;1;0;hurto a residencias;2.940498;-75.26865
sabado;7;1;2014;12;femenino;nororiental;violacion cerraduras;42;sin dato;14;a pie;1;a pie;1;0;hurto a residencias;2.96045;-75.284146
sabado;7;1;2014;0;masculino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.947179;-75.257497
sabado;7;1;2014;0;masculino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
sabado;7;1;2014;0;sin dato;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.908991;-75.274467
domingo;1;1;2014;0;femenino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
domingo;1;1;2014;4;femenino;entre rios;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.935378;-75.294883
domingo;1;1;2014;19;masculino;las palmas;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.947179;-75.257497
domingo;1;1;2014;16;masculino;sur;cosquilleo;9;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
domingo;1;1;2014;6;masculino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;vehiculo;15;0;hurto a personas;2.92796;-75.286621
lunes;2;1;2014;0;femenino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
lunes;2;1;2014;15;femenino;la floresta;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.927763;-75.264617
lunes;2;1;2014;0;masculino;oriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.940498;-75.26865
lunes;2;1;2014;0;masculino;sur;factor de oportunidad;13;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
lunes;2;1;2014;13;masculino;la floresta;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.927763;-75.264617
lunes;2;1;2014;19;sin dato;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.96045;-75.284146
martes;3;1;2014;13;femenino;central;engano;11;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
martes;3;1;2014;0;femenino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.95476;-75.297625
martes;3;1;2014;4;masculino;la floresta;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.927763;-75.264617
martes;3;1;2014;12;masculino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.92796;-75.286621
martes;3;1;2014;18;masculino;oriental;llamada millonaria;17;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.940498;-75.26865
miercoles;4;1;2014;20;femenino;norte;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.920993;-75.268685
miercoles;4;1;2014;19;femenino;la floresta;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.927763;-75.264617
miercoles;4;1;2014;18;femenino;entre rios;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
miercoles;4;1;2014;10;femenino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
miercoles;4;1;2014;0;masculino;central;atraco;4;arma blanca;1;motocicleta;7;motocicleta;7;0;hurto a personas;2.92796;-75.286621
miercoles;4;1;2014;0;masculino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
miercoles;4;1;2014;0;masculino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
jueves;5;1;2014;16;femenino;oriental;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.940498;-75.26865
jueves;5;1;2014;14;femenino;central;engano;11;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto a personas;2.92796;-75.286621
jueves;5;1;2014;15;femenino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
jueves;5;1;2014;7;femenino;oriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;sin dato;13;0;hurto a residencias;2.940498;-75.26865
jueves;5;1;2014;20;masculino;central;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto de motos;2.92796;-75.286621
jueves;5;1;2014;21;masculino;nororiental;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto de motos;2.96045;-75.284146
jueves;5;1;2014;0;masculino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;sin dato;13;0;hurto a personas;2.947179;-75.257497
jueves;5;1;2014;18;masculino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
jueves;5;1;2014;21;masculino;nororiental;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.96045;-75.284146
jueves;5;1;2014;0;sin dato;oriental;mechero;19;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.940498;-75.26865
jueves;5;1;2014;10;sin dato;entre rios;mechero;19;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.935378;-75.294883
viernes;6;1;2014;10;femenino;la floresta;halado;15;contundente;4;a pie;1;motocicleta;7;0;hurto de motos;2.927763;-75.264617
viernes;6;1;2014;21;femenino;entre rios;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.935378;-75.294883
viernes;6;1;2014;0;femenino;sur;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.908991;-75.274467
viernes;6;1;2014;18;femenino;suroriental;raponazo;25;sin empleo de arma;15;taxi;15;a pie;1;0;hurto a personas;2.9231;-75.266481
viernes;6;1;2014;7;femenino;oriental;factor de oportunidad;13;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.940498;-75.26865
viernes;6;1;2014;19;femenino;oriental;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.940498;-75.26865
viernes;6;1;2014;12;masculino;sur;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto de motos;2.908991;-75.274467
viernes;6;1;2014;12;masculino;sur;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.908991;-75.274467
viernes;6;1;2014;10;masculino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;1;2014;11;masculino;central;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.92796;-75.286621
sabado;7;1;2014;15;femenino;central;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
sabado;7;1;2014;10;masculino;entre rios;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
sabado;7;1;2014;7;sin dato;nororiental;factor de oportunidad;13;contundente;4;a pie;1;a pie;1;0;hurto a comercio;2.96045;-75.284146
domingo;1;1;2014;0;femenino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
domingo;1;1;2014;16;femenino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
domingo;1;1;2014;19;femenino;entre rios;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.935378;-75.294883
domingo;1;1;2014;5;masculino;norte;atraco;4;arma blanca;1;a pie;1;sin dato;13;0;hurto a personas;2.920993;-75.268685
domingo;1;1;2014;7;masculino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
lunes;2;1;2014;20;femenino;entre rios;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.935378;-75.294883
lunes;2;1;2014;0;femenino;las palmas;atraco;4;arma de fuego;2;a pie;1;a pie;1;0;hurto a personas;2.947179;-75.257497
lunes;2;1;2014;13;femenino;central;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
lunes;2;1;2014;10;femenino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
lunes;2;1;2014;0;masculino;central;engano;11;llave maestra;9;a pie;1;a pie;1;29;hurto a automotores;2.92796;-75.286621
lunes;2;1;2014;6;masculino;la floresta;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto de motos;2.927763;-75.264617
lunes;2;1;2014;21;masculino;noroccidental;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto de motos;2.95476;-75.297625
lunes;2;1;2014;0;masculino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
lunes;2;1;2014;0;masculino;sur;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
lunes;2;1;2014;0;masculino;noroccidental;factor de oportunidad;13;contundente;4;motocicleta;7;vehiculo;15;0;hurto a personas;2.95476;-75.297625
lunes;2;1;2014;22;masculino;central;escopolaminado;12;escopolamina;6;taxi;15;pasajero de taxi;10;0;hurto a personas;2.92796;-75.286621
lunes;2;1;2014;21;masculino;noroccidental;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.95476;-75.297625
lunes;2;1;2014;21;sin dato;la floresta;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.927763;-75.264617
martes;3;1;2014;18;femenino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
martes;3;1;2014;19;femenino;nororiental;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.96045;-75.284146
martes;3;1;2014;10;femenino;entre rios;llave maestra;18;sin empleo de arma;15;a pie;1;conductor taxi;5;0;hurto a residencias;2.935378;-75.294883
martes;3;1;2014;21;masculino;noroccidental;halado;15;llave maestra;9;motocicleta;7;motocicleta;7;0;hurto de motos;2.95476;-75.297625
martes;3;1;2014;0;masculino;la floresta;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.927763;-75.264617
